@RELATION ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,cleanMaple,412.242,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,hCaD,173.408,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,hKis,72.947,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,kissat_bonus,86.018,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,kissat_cf,88.695,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,kissat_gb,85.853,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,kissat_MAB,111.111,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,kissat_sat_crvr_gb,109.61,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,kissat_sc2021,81.189,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,kissat_sc2021_sat,106.953,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,kissat_sc2021_sweep,91.577,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,lstech_maple,290.186,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,Maple_MBDR_BJL6_Tier2,385.536,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,Maple_simp21,213.233,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,MapleSSV,134.441,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,opsat_R21,300.88,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,ParaFORST,151.287,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,ParaFORST_NoMDM,130.577,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,Relaxed_LCFTP,312.046,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,Relaxed_LCMDCBDL_SCAVEL01,262.485,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,slime,326.467,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,cadical_hack_gb,30.77,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,cadical_Less_UP,30.034,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,cadical_PriPro,63.983,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,cadical_rp,33.646,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,cadical_sc2021,47.124,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,cadical_SCAVEL01,38.338,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,cleanMaple,525.159,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,hCaD,155.777,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,hKis,59.281,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,kissat_bonus,14.572,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,kissat_cf,63.709,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,kissat_gb,18.041,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,kissat_MAB,25.954,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,kissat_sat_crvr_gb,22.08,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,kissat_sc2021,20.577,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,kissat_sc2021_sat,29.867,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,kissat_sc2021_sweep,26.468,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,lstech_maple,104.714,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,Maple_MBDR_BJL6_Tier2,114.858,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,Maple_simp21,74.193,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,MapleSSV,156.949,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,opsat_R21,77.77,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,ParaFORST,30.935,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,ParaFORST_NoMDM,34.579,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,Relaxed_LCFTP,91.399,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,Relaxed_LCMDCBDL_SCAVEL01,108.96,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,slime,95.498,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,cadical_hack_gb,10000,timeout
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,cadical_Less_UP,10000,timeout
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,cadical_PriPro,10000,timeout
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,cadical_rp,10000,timeout
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,cadical_sc2021,10000,timeout
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,cadical_SCAVEL01,10000,timeout
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,cleanMaple,10000,timeout
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,hCaD,10000,timeout
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,hKis,2590.26,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,kissat_bonus,709.224,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,kissat_cf,2822.49,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,kissat_gb,508.853,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,kissat_MAB,552.891,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,kissat_sat_crvr_gb,621.211,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,kissat_sc2021,243.67,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,kissat_sc2021_sat,288.019,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,kissat_sc2021_sweep,241.171,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,lstech_maple,2305.53,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,Maple_MBDR_BJL6_Tier2,2139.39,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,Maple_simp21,2370.34,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,MapleSSV,3726.2,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,opsat_R21,1669.92,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,ParaFORST,816.775,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,ParaFORST_NoMDM,675.35,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,Relaxed_LCFTP,1557.06,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,Relaxed_LCMDCBDL_SCAVEL01,1905.6,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,slime,2062.2,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,cadical_hack_gb,12.432,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,cadical_Less_UP,7.137,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,cadical_PriPro,18.565,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,cadical_rp,13.875,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,cadical_sc2021,7.253,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,cadical_SCAVEL01,9.615,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,cleanMaple,69.323,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,hCaD,9.016,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,hKis,4.873,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,kissat_bonus,3.622,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,kissat_cf,3.171,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,kissat_gb,3.664,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,kissat_MAB,4.252,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,kissat_sat_crvr_gb,4.069,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,kissat_sc2021,4.528,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,kissat_sc2021_sat,6.884,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,kissat_sc2021_sweep,4.65,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,lstech_maple,7.652,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,Maple_MBDR_BJL6_Tier2,18.82,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,Maple_simp21,6.68,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,MapleSSV,13.409,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,opsat_R21,6.061,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,ParaFORST,6.345,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,ParaFORST_NoMDM,10.732,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,Relaxed_LCFTP,14.647,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,Relaxed_LCMDCBDL_SCAVEL01,16.428,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,slime,45.242,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,cadical_hack_gb,148.981,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,cadical_Less_UP,95.305,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,cadical_PriPro,159.177,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,cadical_rp,152.778,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,cadical_sc2021,151.717,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,cadical_SCAVEL01,162.539,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,cleanMaple,1680.04,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,hCaD,461.897,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,hKis,148.662,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,kissat_bonus,95.679,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,kissat_cf,182.148,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,kissat_gb,102.912,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,kissat_MAB,73.422,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,kissat_sat_crvr_gb,80.304,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,kissat_sc2021,88.043,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,kissat_sc2021_sat,133.219,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,kissat_sc2021_sweep,109.888,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,lstech_maple,467.109,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,Maple_MBDR_BJL6_Tier2,295.041,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,Maple_simp21,282.105,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,MapleSSV,761.316,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,opsat_R21,305.499,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,ParaFORST,136.55,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,ParaFORST_NoMDM,142.146,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,Relaxed_LCFTP,337.833,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,Relaxed_LCMDCBDL_SCAVEL01,410.973,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,slime,354.975,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,cadical_hack_gb,67.011,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,cadical_Less_UP,59.495,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,cadical_PriPro,116.471,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,cadical_rp,69.056,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,cadical_sc2021,97.351,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,cadical_SCAVEL01,75.317,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,cleanMaple,1358.64,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,hCaD,88.74,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,hKis,36.793,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,kissat_bonus,27.498,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,kissat_cf,29.166,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,kissat_gb,27.642,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,kissat_MAB,29.139,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,kissat_sat_crvr_gb,27.612,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,kissat_sc2021,32.905,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,kissat_sc2021_sat,53.267,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,kissat_sc2021_sweep,44.375,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,lstech_maple,308.163,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,Maple_MBDR_BJL6_Tier2,284.76,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,Maple_simp21,255.407,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,MapleSSV,274.855,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,opsat_R21,274.311,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,ParaFORST,51.566,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,ParaFORST_NoMDM,74.795,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,Relaxed_LCFTP,269.84,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,Relaxed_LCMDCBDL_SCAVEL01,281.103,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,slime,143.987,ok
datas/sc2002/industrial/goldberg/hard_eq_check/frg1mul.miter.shuffled-as.sat03-351.cnf,1,cadical_hack_gb,214.921,ok
datas/sc2002/industrial/goldberg/hard_eq_check/frg1mul.miter.shuffled-as.sat03-351.cnf,1,cadical_Less_UP,134.445,ok
datas/sc2002/industrial/goldberg/hard_eq_check/frg1mul.miter.shuffled-as.sat03-351.cnf,1,cadical_PriPro,258.111,ok
datas/sc2002/industrial/goldberg/hard_eq_check/frg1mul.miter.shuffled-as.sat03-351.cnf,1,cadical_rp,253.782,ok
datas/sc2002/industrial/goldberg/hard_eq_check/frg1mul.miter.shuffled-as.sat03-351.cnf,1,cadical_sc2021,413.814,ok
datas/sc2002/industrial/goldberg/hard_eq_check/frg1mul.miter.shuffled-as.sat03-351.cnf,1,cadical_SCAVEL01,258.966,ok
datas/sc2002/industrial/goldberg/hard_eq_check/frg1mul.miter.shuffled-as.sat03-351.cnf,1,cleanMaple,10000,timeout
datas/sc2002/industrial/goldberg/hard_eq_check/frg1mul.miter.shuffled-as.sat03-351.cnf,1,hCaD,1073.85,ok
datas/sc2002/industrial/goldberg/hard_eq_check/frg1mul.miter.shuffled-as.sat03-351.cnf,1,hKis,428.728,ok
datas/sc2002/industrial/goldberg/hard_eq_check/frg1mul.miter.shuffled-as.sat03-351.cnf,1,kissat_bonus,121.336,ok
