@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE Pre-featuretime NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE Basic-featuretime NUMERIC
@ATTRIBUTE VCG-VAR-mean NUMERIC
@ATTRIBUTE VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE VCG-VAR-min NUMERIC
@ATTRIBUTE VCG-VAR-max NUMERIC
@ATTRIBUTE VCG-VAR-entropy NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE HORNY-VAR-mean NUMERIC
@ATTRIBUTE HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE HORNY-VAR-min NUMERIC
@ATTRIBUTE HORNY-VAR-max NUMERIC
@ATTRIBUTE HORNY-VAR-entropy NUMERIC
@ATTRIBUTE horn-clauses-fraction NUMERIC
@ATTRIBUTE VG-mean NUMERIC
@ATTRIBUTE VG-coeff-variation NUMERIC
@ATTRIBUTE VG-min NUMERIC
@ATTRIBUTE VG-max NUMERIC
@ATTRIBUTE KLB-featuretime NUMERIC
@ATTRIBUTE CG-mean NUMERIC
@ATTRIBUTE CG-coeff-variation NUMERIC
@ATTRIBUTE CG-min NUMERIC
@ATTRIBUTE CG-max NUMERIC
@ATTRIBUTE CG-entropy NUMERIC
@ATTRIBUTE cluster-coeff-mean NUMERIC
@ATTRIBUTE cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE cluster-coeff-min NUMERIC
@ATTRIBUTE cluster-coeff-max NUMERIC
@ATTRIBUTE cluster-coeff-entropy NUMERIC
@ATTRIBUTE CG-featuretime NUMERIC
@ATTRIBUTE DIAMETER-mean NUMERIC
@ATTRIBUTE DIAMETER-coeff-variation NUMERIC
@ATTRIBUTE DIAMETER-min NUMERIC
@ATTRIBUTE DIAMETER-max NUMERIC
@ATTRIBUTE DIAMETER-entropy NUMERIC
@ATTRIBUTE DIAMETER-featuretime NUMERIC
@ATTRIBUTE cl-num-mean NUMERIC
@ATTRIBUTE cl-num-coeff-variation NUMERIC
@ATTRIBUTE cl-num-min NUMERIC
@ATTRIBUTE cl-num-max NUMERIC
@ATTRIBUTE cl-num-q90 NUMERIC
@ATTRIBUTE cl-num-q10 NUMERIC
@ATTRIBUTE cl-num-q75 NUMERIC
@ATTRIBUTE cl-num-q25 NUMERIC
@ATTRIBUTE cl-num-q50 NUMERIC
@ATTRIBUTE cl-size-mean NUMERIC
@ATTRIBUTE cl-size-coeff-variation NUMERIC
@ATTRIBUTE cl-size-min NUMERIC
@ATTRIBUTE cl-size-max NUMERIC
@ATTRIBUTE cl-size-q90 NUMERIC
@ATTRIBUTE cl-size-q10 NUMERIC
@ATTRIBUTE cl-size-q75 NUMERIC
@ATTRIBUTE cl-size-q25 NUMERIC
@ATTRIBUTE cl-size-q50 NUMERIC
@ATTRIBUTE cl-featuretime NUMERIC
@ATTRIBUTE SP-bias-mean NUMERIC
@ATTRIBUTE SP-bias-coeff-variation NUMERIC
@ATTRIBUTE SP-bias-min NUMERIC
@ATTRIBUTE SP-bias-max NUMERIC
@ATTRIBUTE SP-bias-q90 NUMERIC
@ATTRIBUTE SP-bias-q10 NUMERIC
@ATTRIBUTE SP-bias-q75 NUMERIC
@ATTRIBUTE SP-bias-q25 NUMERIC
@ATTRIBUTE SP-bias-q50 NUMERIC
@ATTRIBUTE SP-unconstraint-mean NUMERIC
@ATTRIBUTE SP-unconstraint-coeff-variation NUMERIC
@ATTRIBUTE SP-unconstraint-min NUMERIC
@ATTRIBUTE SP-unconstraint-max NUMERIC
@ATTRIBUTE SP-unconstraint-q90 NUMERIC
@ATTRIBUTE SP-unconstraint-q10 NUMERIC
@ATTRIBUTE SP-unconstraint-q75 NUMERIC
@ATTRIBUTE SP-unconstraint-q25 NUMERIC
@ATTRIBUTE SP-unconstraint-q50 NUMERIC
@ATTRIBUTE sp-featuretime NUMERIC
@ATTRIBUTE vars-reduced-depth-1 NUMERIC
@ATTRIBUTE vars-reduced-depth-4 NUMERIC
@ATTRIBUTE vars-reduced-depth-16 NUMERIC
@ATTRIBUTE vars-reduced-depth-64 NUMERIC
@ATTRIBUTE vars-reduced-depth-256 NUMERIC
@ATTRIBUTE unit-featuretime NUMERIC
@ATTRIBUTE lobjois-mean-depth-over-vars NUMERIC
@ATTRIBUTE lobjois-log-num-nodes-over-vars NUMERIC
@ATTRIBUTE lobjois-featuretime NUMERIC

@DATA
./datas/sc2002/handmade/simon/sat02/ezfact64_8.shuffled-as.sat03-1524.cnf,1,3073,19785,2873,17991,0.069613644,0.099716525,0.11,0.159690957,0.397068905,0.859949089,0,1,1.291604839,0.001305831,0.138571665,0.000696136,0.001740341,0.615810894,0,0.041576344,0.206992385,0,0.001305831,0.555486983,0.000389083,0.007003502,1.268766678,0.027784449,0.047876061,0,0.333333333,0.802865629,0.000445673,0.943701252,0.000111167,0.003946418,2.217373084,0.356567172,0.000412474,0.941506065,0.000222333,0.003724084,0.03,0.002557891,0.722150025,0.0003335,0.007281418,1.84874394,0.379799533,0.428141849,0.024645161,0.680952381,1.631912329,2.65,6.534818942,0.086634404,5,7,0.80647395,5.49,1159.4,0.150178318,865,1348,1348,865,1320,1100,1164,62.07090952,0.222004821,38.4,75.93620178,75.93620178,38.4,74.60395189,56.45909091,64.95530303,1.99,0.107501315,1.313513953,1.40E-08,0.719944661,0.324900991,1.31E-05,0.318756525,0.006816851,0.053866934,0.060235754,0.218700208,0,0.100400637,0.069770914,0.043033533,0.06973015,0.054829868,0.066503194,0.34,0,0.002088409,0.010093978,0.010093978,0.010093978,0,0.041546674,0.285750463,2
./datas/sc2002/handmade/simon/sat02/ezfact64_9.shuffled-as.sat03-1525.cnf,1,3073,19785,2832,17680,0.08509887,0.119061086,0.09,0.160180995,0.400705128,0.841512973,0,1,1.282438292,0.001324013,0.140437192,0.000706215,0.001765537,0.618350461,0,0.044570136,0.206052036,0,0.001324013,0.547127805,0.000452489,0.007466063,1.269162505,0.026341798,0.04650133,0,0.333333333,0.749567616,0.000460418,0.918717859,0.000113122,0.003902715,2.216858636,0.362952489,0.000417018,0.924425362,0.000169683,0.00361991,0.03,0.002565871,0.712078605,0.000395928,0.007466063,1.921440282,0.380401004,0.423438547,0.024914765,0.61038961,1.638613315,2.49,6.532320735,0.086448323,5,7,0.805550423,4.57,1087.4,0.117643844,899,1204,1204,899,1193,968,1173,57.28509576,0.1939118,36.30589544,67.9927686,67.9927686,36.30589544,62.93880972,56.46677741,62.72122762,1.97,0.100880098,1.342161268,0,0.719903553,0.324859201,1.56E-05,0.15381927,0.0069915,0.033333095,0.059969987,0.223458849,0,0.096252958,0.069773311,0.043028632,0.069731518,0.054828366,0.066500125,0.32,0.000353107,0.002824859,0.002824859,0.025070621,0.025070621,0.01,0.051313116,0.305444362,2
./datas/sc2002/handmade/simon/sat02/hanoi6.shuffled-as.sat03-1526.cnf,1,4968,39666,3739,31973,0.328697513,0.240609264,0.18,0.11694242,0.491530776,0.872413304,0,1,1.203744239,0.000689971,0.489175419,0.000534902,0.004279219,0.818807782,0,0.600444125,0.969317862,0.01,0.000689971,0.574396581,0.000250211,0.001939136,2.715671702,0.370106717,0.188936373,0.085714286,1,2.818758608,0.000393544,0.631828065,6.26E-05,0.001282332,3.154639698,0.641572577,0.000595448,0.561864688,0.000218935,0.001438714,0.04,0.000811259,1.013033468,0,0.006630595,3.61134933,0.163636769,0.429283983,0,0.666666667,2.893485454,2.04,47.88630284,0.181929151,32,63,3.427807961,12.04,936.8,0.288389685,357,1421,1285,570,1153,733,913,23.66108445,0.304446277,10.91316527,34.46690307,32.15304948,12.45789474,29.30229746,17.55383533,25.7229572,2.01,0.783463809,0.219039832,0.003497128,1,0.958008091,0.545648307,0.928056182,0.599151492,0.836195155,0.019490272,1.084465973,0.00010369,0.207997845,0.049272177,0.001190814,0.036187562,0.003126392,0.012359033,0.76,0.005616475,0.008290987,0.018186681,0.06525809,0.06525809,0.06,0.050074139,0.297035073,2
./datas/sc2002/handmade/simon/sat02/lisa21_99_a.shuffled-as.sat03-1527.cnf,1,1453,7967,1392,7497,0.043821839,0.062691743,0.04,0.18567427,0.441201242,0.791949396,0,1,1.371506853,0.002366847,0.227129735,0.001436782,0.015086207,0.999670785,0,0.134987328,0.575163399,0,0.002366847,0.313134107,0.000933707,0.006402561,1.675854601,0.024153617,0.034179981,0,0.230769231,0.87679422,0.00099283,0.546699723,0.00040016,0.004401761,2.037913209,0.450847005,0.001091624,1.187023572,0.00040016,0.008803521,0,0.003355964,0.423043982,0.001067094,0.062558357,2.678195179,0.316132614,0.39018701,0.004282539,0.504761905,2.7603123,0.29,6.520488857,0.090199426,4,7,0.835642711,0.7,923.8,0.31354981,567,1543,1543,615,1026,800,827,52.31703211,0.211863674,37.94125,71.23577236,71.23577236,38.24590164,62.66626214,42.0330525,53.34391534,2,0.162874064,0.912878644,0.000306117,0.601621086,0.36550645,0.049263743,0.365375679,0.051603878,0.063914508,0.030961798,0.358775074,3.00E-09,0.051953423,0.047062825,0.023206067,0.045413989,0.025283874,0.026081623,0.09,0,0,0.049568966,0.206178161,0.206178161,0.03,0.219320078,0.754327181,2
./datas/sc2002/handmade/simon/sat02/par32-1-c.shuffled-as.sat03-1531.cnf,1,1315,5254,854,5081,0.539812646,0.034048416,0.03,0.16807715,0.415475956,0.827259722,0,1,1.37958844,0.00419112,0.181250143,0.00234192,0.007025761,0.858400369,0,0.083054517,0.342452273,0,0.00419112,2.022013274,0.001574493,0.060617989,1.651578281,0.025307265,0.084640326,0,0.454545455,0.432954632,0.001563662,1.764680811,0.000393623,0.02145247,2.053073308,0.398346782,0.001598461,1.464531964,0.000984058,0.017516237,0.01,0.034932848,0.564571946,0.000984058,0.069868136,4.157637133,0.229138291,0.449804313,0.076570195,0.576923077,3.425006176,11.32,8.154747948,0.137572233,6,10,1.477559315,0.28,3929,0.08747118,3525,4365,4365,3525,4365,3525,3897,36.00218968,0.084205303,31.74959908,38.59994868,38.59994868,31.74959908,38.59994868,31.74959908,37.65702128,2,0.092782258,2.127378918,0,0.775042011,0.28728732,0,0.078249356,0,0,0.088415274,0.584532439,0,0.264032754,0.138067573,0.022680597,0.13101418,0.027423097,0.120229809,0.07,0,0.00117096,0.039812646,0.181498829,0.181498829,0.02,0.329522067,0.876781574,2
./datas/sc2002/handmade/simon/sat02/par32-1.shuffled-as.sat03-1532.cnf,1,3176,10277,861,5081,2.68873403,1.02263334,0.05,0.169454832,0.424568654,0.795864596,0,1,1.373060764,0.004145617,0.18061714,0.00232288,0.005807201,0.858324872,0,0.08226727,0.351308797,0,0.004145617,2.031210409,0.001574493,0.059830742,1.637135838,0.025387853,0.082109538,0,0.6,0.500653908,0.001564207,1.81903643,0.000393623,0.023617398,2.081675692,0.400708522,0.001588208,1.48195142,0.000984058,0.017516237,0.01,0.035020311,0.573627535,0.000984058,0.070655383,4.271193652,0.207890199,0.509986801,0.070320238,0.619047619,3.306684065,11.28,8.180232558,0.128960172,6,10,1.44206522,0.29,4253,0.044446476,3988,4416,4416,3988,4416,3988,4355,45.89545409,0.026895325,44.4526721,47.46790371,47.46790371,44.4526721,47.46790371,44.4526721,45.76578645,2.01,0.092840052,2.109370812,0,0.857210309,0.28354108,0,0.075927786,0,0,0.08840678,0.577477722,0,0.198472473,0.137903552,0.022778984,0.130758144,0.027503756,0.120331873,0.07,0,0,0.00116144,0.166085947,0.166085947,0.06,0.336198415,0.891979204,2
./datas/sc2002/handmade/simon/sat02/par32-2-c.shuffled-as.sat03-1533.cnf,1,1303,5206,851,5036,0.531139835,0.03375695,0.02,0.16898332,0.413357162,0.827344909,0,1,1.377336908,0.00419541,0.183013917,0.002350176,0.007050529,0.8648741,0,0.085782367,0.348292295,0,0.00419541,2.021132525,0.001588562,0.057982526,1.646704448,0.025161325,0.082492673,0,0.333333333,0.440580247,0.001567095,1.776279312,0.00019857,0.02025417,2.066581446,0.398133439,0.001602096,1.467609145,0.000992851,0.017275616,0.01,0.034932679,0.569989992,0.000992851,0.070492454,4.306831781,0.227294123,0.43806115,0.071426348,0.607142857,3.416714484,10.63,8.221176471,0.121952855,6,10,1.372230032,0.26,4258.666667,0.016164587,4162,4317,4317,4162,4317,4162,4297,33.60896462,0.046212958,31.443798,35.01177319,35.01177319,31.443798,35.01177319,31.443798,34.37132268,1.98,0.095337036,2.089607639,0,0.773460005,0.286595895,0,0.077763658,0,0,0.087778644,0.589465117,0,0.264602195,0.137997692,0.022530704,0.130975101,0.027391189,0.120180607,0.06,0,0,0.002350176,0.099882491,0.099882491,0.01,0.341489643,0.844020382,2
./datas/sc2002/handmade/simon/sat02/par32-2.shuffled-as.sat03-1534.cnf,1,3176,10253,851,5035,2.732079906,1.036345581,0.06,0.169016882,0.424918901,0.808179579,0,1,1.378804813,0.00419461,0.181280293,0.002350176,0.005875441,0.861084372,0,0.083416087,0.350347567,0,0.00419461,2.018867694,0.001588878,0.060377358,1.671077059,0.026302311,0.084359522,0,0.6,0.496911223,0.001588178,1.792711625,0.00019861,0.021251241,2.03852474,0.403177756,0.001611283,1.482176123,0.000993049,0.017279047,0.01,0.035177314,0.571503501,0.000993049,0.07408143,4.399595484,0.208942511,0.468471863,0.073507677,0.619047619,3.348556961,11,8.114117647,0.12250983,6,10,1.363568776,0.26,4546.5,0.003189266,4532,4561,4561,4532,4561,4532,4561,41.16514424,0.039920396,39.52181539,42.80847308,42.80847308,39.52181539,42.80847308,39.52181539,42.80847308,2,0.094571243,2.097662787,0,0.858995828,0.285421701,0,0.07730238,0,0,0.088027643,0.582594653,0,0.196136622,0.137936224,0.022483107,0.130846131,0.027430396,0.120305864,0.06,0,0,0.003525264,0.085781434,0.085781434,0.02,0.334188931,0.850482114,2
./datas/sc2002/handmade/simon/sat02/par32-3-c.shuffled-as.sat03-1535.cnf,1,1325,5294,857,5109,0.546091015,0.036210609,0.03,0.167743198,0.41896653,0.820325346,0,1,1.373453099,0.004181195,0.179932185,0.002333722,0.005834306,0.848122924,0,0.082990801,0.337052261,0,0.004181195,2.055779504,0.001565864,0.064200431,1.653097588,0.025316367,0.081874928,0,0.4,0.472486948,0.001575228,1.80996993,0.000391466,0.023292229,2.059854152,0.399099628,0.00158779,1.494831337,0.000978665,0.018007438,0.01,0.036057555,0.565270665,0.000978665,0.071051086,4.306461965,0.220443245,0.436134662,0.070864271,0.488888889,3.415649027,12.04,8.186915888,0.12691143,6,10,1.405864916,0.3,4263.333333,0.049377839,4039,4545,4545,4039,4545,4039,4206,34.72032479,0.033287575,33.70165883,36.33663366,36.33663366,33.70165883,36.33663366,33.70165883,34.12268188,1.98,0.093116799,2.10983912,0,0.775723564,0.28374596,0,0.076616463,0,0,0.088871487,0.582958763,0,0.252419958,0.137922996,0.02266525,0.130990386,0.027440101,0.120370671,0.07,0,0.005834306,0.201866978,0.371061844,0.390898483,0.03,0.336269259,0.895898218,2
./datas/sc2002/handmade/simon/sat02/par32-3.shuffled-as.sat03-1536.cnf,1,3176,10297,862,5119,2.684454756,1.011525689,0.05,0.168392264,0.418962037,0.829844641,0,1,1.385527109,0.004148369,0.181246176,0.002320186,0.005800464,0.861045699,0,0.08361008,0.344793905,0,0.004148369,2.040265749,0.001562805,0.058605196,1.60485432,0.025056833,0.083998484,0,0.466666667,0.408911087,0.001546941,1.748365448,0.000390701,0.019925767,2.063975326,0.396561828,0.001587734,1.508338422,0.000976753,0.01797226,0.01,0.035604116,0.560318126,0.000976753,0.072475093,4.21315327,0.203449823,0.474662267,0.068581054,0.619047619,3.308167358,12.04,8.445993031,0.128662616,6,11,1.437432011,0.33,4557,0.006363836,4528,4586,4586,4528,4586,4528,4586,41.20581691,0.045685185,39.32332156,43.08831226,43.08831226,39.32332156,43.08831226,39.32332156,43.08831226,2.02,0.093105062,2.136166777,0,0.773475566,0.285501786,0,0.07729369,0,0,0.088803109,0.577539343,0,0.195426286,0.137950144,0.022649148,0.130990379,0.027536917,0.120247329,0.07,0.002320186,0.002320186,0.006960557,0.299303944,0.299303944,0.06,0.335887818,0.853679821,2
./datas/sc2002/handmade/simon/sat02/par32-4-c.shuffled-as.sat03-1537.cnf,1,1333,5326,867,5156,0.537485582,0.032971296,0.03,0.168153607,0.420370165,0.811916947,0,1,1.383771568,0.004130416,0.184185819,0.002306805,0.008073818,0.861789726,0,0.083785881,0.342513576,0,0.004130416,2.061516914,0.00155159,0.065942591,1.648227947,0.026216127,0.084634815,0,0.538461538,0.491461165,0.001541524,1.812064544,0.000387898,0.020558573,2.068001689,0.395267649,0.001571723,1.504031982,0.000969744,0.018619085,0.01,0.035716672,0.565476854,0.000969744,0.073506594,4.428026786,0.225437726,0.420966312,0.068369468,0.712121212,3.416224029,12.33,8.464203233,0.132873819,6,11,1.48541461,0.3,4585,0.002399128,4574,4596,4596,4574,4596,4574,4596,41.65883796,0.032235922,40.31592689,43.00174902,43.00174902,40.31592689,43.00174902,40.31592689,43.00174902,1.94,0.093332151,2.116283985,0,0.775184869,0.284415775,0,0.07583427,0,0,0.088654434,0.582469478,0,0.26553962,0.13807001,0.022520791,0.130995514,0.027463739,0.120335849,0.08,0.002306805,0.002306805,0.132641292,0.320645905,0.320645905,0.04,0.330971223,0.883208281,2
./datas/sc2002/handmade/simon/sat02/par32-4.shuffled-as.sat03-1538.cnf,1,3176,10313,864,5154,2.675925926,1.00097012,0.06,0.167636787,0.425649981,0.794189019,0,1,1.372867699,0.004146366,0.180599785,0.002314815,0.006944444,0.858321957,0,0.081684129,0.341094296,0,0.004146366,2.055973814,0.001552192,0.061311603,1.616332042,0.025791003,0.087597723,0,0.636363636,0.431062991,0.001590818,1.835261689,0.000194024,0.021342646,2.075895285,0.408032596,0.001588123,1.517072924,0.00097012,0.019208382,0.01,0.036024553,0.563213315,0.00097012,0.075087311,4.384868998,0.203963492,0.508538926,0.065099666,0.549450549,3.354815636,13.28,8.427578216,0.12561898,6,11,1.435390705,0.3,4605.5,0.00966236,4561,4650,4650,4561,4650,4561,4650,44.69711057,0.035717419,43.10064516,46.29357597,46.29357597,43.10064516,46.29357597,43.10064516,46.29357597,1.97,0.092159521,2.142908776,0,0.862853264,0.286145861,0,0.07733378,0,0,0.088994032,0.579432051,0,0.261509791,0.137939454,0.022535368,0.130994787,0.027542664,0.121009288,0.07,0.099537037,0.100694444,0.100694444,0.376157407,0.435185185,0.06,0.330084578,0.829558441,2
./datas/sc2002/handmade/simon/sat02/par32-5-c.shuffled-as.sat03-1539.cnf,1,1339,5350,881,5161,0.519863791,0.03662081,0.04,0.170703352,0.419337338,0.81025375,0,1,1.383173997,0.004042807,0.18098674,0.002270148,0.005675369,0.867728881,0,0.081185817,0.360589033,0,0.004042807,2.057471214,0.001550087,0.060453401,1.608821692,0.02452458,0.080137619,0,0.454545455,0.474478088,0.001535352,1.801016657,0.000193761,0.020344894,2.072042137,0.404766518,0.001554046,1.518314601,0.000968804,0.018019764,0.01,0.03485774,0.563307446,0.000968804,0.063941097,4.352744329,0.213645042,0.442759528,0.072538167,0.487179487,3.393526495,11.88,8.644318182,0.13072168,6,11,1.488085874,0.33,4214,0.033077065,4035,4375,4375,4035,4375,4035,4232,36.43043632,0.040418994,34.54064272,38.13283767,38.13283767,34.54064272,38.13283767,34.54064272,36.61782857,1.98,0.08931858,2.154683987,0,0.773262907,0.282877841,0,0.074866653,0,0,0.089629444,0.571678552,0,0.254294508,0.137792707,0.022764094,0.130823019,0.027520427,0.121011503,0.08,0,0.002270148,0.003405221,0.169125993,0.169125993,0.02,0.327430288,0.838171019,2
./datas/sc2002/handmade/simon/sat02/par32-5.shuffled-as.sat03-1540.cnf,1,3176,10325,875,5173,2.629714286,0.99594046,0.05,0.169147497,0.417481797,0.823674813,0,1,1.3816006,0.004084063,0.180121666,0.002285714,0.005714286,0.857636617,0,0.08138411,0.348540499,0,0.004084063,2.061022915,0.001546491,0.062632902,1.637956598,0.024493284,0.08031743,0,0.428571429,0.468924605,0.001515782,1.803987547,0.000386623,0.0202977,2.041294939,0.395901798,0.001561956,1.518521776,0.000966557,0.017784651,0.01,0.035563024,0.562581874,0.000966557,0.065532573,4.387650274,0.206613394,0.457731108,0.071417907,0.619047619,3.337154479,12.3,8.59382151,0.133871565,6,11,1.513240925,0.3,4285.666667,0.022188871,4213,4420,4420,4213,4420,4213,4224,33.65123835,0.08716971,29.67488688,36.66335227,36.66335227,29.67488688,36.66335227,29.67488688,34.61547591,2.01,0.0910667,2.140913129,0,0.772759083,0.284732344,0,0.075450994,0,0,0.089318824,0.571434304,0,0.195916259,0.137819024,0.022775043,0.130914687,0.027413578,0.120323829,0.08,0,0,0.196571429,0.315428571,0.372571429,0.05,0.331824448,0.875149978,2
./datas/sc2002/handmade/simon/sat02/pyhala-braun-sat-40-4-03.shuffled-as.sat03-1541.cnf,1,9638,31795,3001,13252,2.211596135,1.399260489,0.18,0.226456384,0.496204733,0.684282533,0,1,0.923841148,0.000939947,0.214629689,0.000666445,0.012995668,0.541706925,0,0.19355569,0.991246604,0,0.000939947,0.682112337,0.000528222,0.006338666,1.483825137,0.073987805,0.077333319,0,0.866666667,1.416330742,0.000498249,0.864977556,0.000150921,0.004074857,1.999988047,0.543238756,0.000666344,1.681571295,0.000301841,0.008904316,0.03,0.001599323,1.161372299,0.000452762,0.12247208,2.657648771,0.265092534,0.539024447,0.001279389,0.527272727,2.908962497,0.64,5.663,0.092674414,4,6,0.709304117,2.89,484.8333333,0.370243087,261,867,742,275,672,367,435,53.25459066,0.193481117,37.39858491,73.55363322,68.90161725,39.828,57.17441861,47.30372493,54.65517241,1.97,0.286845109,0.444399911,0.000290071,0.969702351,0.449134346,0.199046251,0.377564829,0.210618989,0.247934103,0.039102138,0.444423098,0,0.069626708,0.057967393,0.017779936,0.056058131,0.025311973,0.031450184,0.17,0,0.247250916,0.247250916,0.247250916,0.247250916,0.02,0.274764022,0.892089336,2
./datas/sc2002/handmade/simon/sat02/pyhala-braun-sat-40-4-04.shuffled-as.sat03-1542.cnf,1,9638,31795,3009,13290,2.203057494,1.392400301,0.21,0.226410835,0.500413073,0.681736685,0,1,0.927277985,0.000937018,0.214698777,0.000664673,0.012961117,0.53605566,0,0.193905192,0.992927013,0,0.000937018,0.683881089,0.000526712,0.006395786,1.473578479,0.075608497,0.078816862,0,0.863636364,1.44179517,0.000495154,0.854768714,0.000150489,0.004063205,2.002736373,0.544544771,0.000663672,1.683458456,0.000300978,0.008803612,0.04,0.001595411,1.164304245,0.000451467,0.122573363,2.664242688,0.265531384,0.539622335,0.001278966,0.538461538,2.920499421,0.68,5.664228723,0.092563376,4,6,0.708111774,3.16,685.1111111,0.280864517,410,972,972,410,803,509,660,76.79609723,0.400195832,43.92141454,121.9067797,121.9067797,43.92141454,105.5077121,48.98910675,58.43658537,2.02,0.288880033,0.44202609,0.000184732,0.967430752,0.450472654,0.200833712,0.381516855,0.210915977,0.261142756,0.039119305,0.445488124,0,0.074500669,0.057969412,0.017707428,0.056039289,0.025229456,0.031531927,0.16,0,0.003323363,0.226653373,0.243602526,0.243602526,0.04,0.278943554,0.935294548,2
./datas/sc2002/handmade/simon/sat02/pyhala-braun-unsat-35-4-03.shuffled-as.sat03-1543.cnf,1,7383,24320,2289,10078,2.22542595,1.413177218,0.17,0.227128398,0.500337563,0.685006125,0,1,0.936038473,0.001230724,0.214966286,0.000873744,0.014853648,0.550444293,0,0.198452074,0.991168883,0,0.001230724,0.629292762,0.000793808,0.007342727,1.511489569,0.076711475,0.080984254,0,0.846153846,1.474213672,0.00065947,0.84416851,0.000198452,0.00476285,2.041222694,0.550803731,0.000872964,1.559930742,0.000396904,0.010220282,0.02,0.001987474,1.072074295,0.000595356,0.123834094,2.659991612,0.26613151,0.530548067,0.001678266,0.527272727,3.011445395,0.41,5.652972028,0.094609912,4,6,0.723485079,1.74,847,0.46204541,538,1849,1849,538,885,649,741,56.02998094,0.314210067,34.93375394,88.83991347,88.83991347,34.93375394,78.44978166,47.6394453,50.59379217,2,0.289294689,0.455438629,0.000458517,0.964812953,0.450889879,0.196391083,0.382165093,0.210470425,0.265204789,0.038778876,0.451877907,0,0.069309993,0.057974387,0.01771526,0.055988306,0.024930283,0.031188405,0.13,0,0.166448231,0.311489734,0.311489734,0.311489734,0.02,0.275889369,0.994810223,2
./datas/sc2002/handmade/simon/sat02/pyhala-braun-unsat-35-4-04.shuffled-as.sat03-1544.cnf,1,7383,24320,2288,10079,2.226835664,1.412937791,0.18,0.227006647,0.497978713,0.687213464,0,1,0.941339765,0.001231616,0.215501956,0.000874126,0.01486014,0.550057184,0,0.198134736,0.991467407,0,0.001231616,0.627860039,0.00079373,0.007341998,1.517328798,0.076684012,0.080763566,0,0.85,1.468439884,0.000663465,0.855761356,0.000198432,0.004762377,1.976308552,0.555610676,0.000873259,1.558356916,0.000396865,0.010219268,0.02,0.001987198,1.070175722,0.000595297,0.123623375,2.67213708,0.266173639,0.530380442,0.001679794,0.538461538,3.021021964,0.42,6.484040227,0.098303327,4,7,0.895109047,1.74,577.0833333,0.358013579,330,1057,794,381,775,424,600,72.48322321,0.124424546,57.23,87.40336135,85.21658986,59.04545455,78.72847682,67.7781155,74.24934383,1.97,0.289205222,0.453441395,0.001963031,0.967907085,0.450762023,0.197068991,0.384088368,0.21054261,0.264549283,0.03878363,0.451297103,0,0.069944683,0.05797342,0.017708439,0.056031775,0.02493033,0.031248325,0.12,0.454108392,0.454982517,0.528846154,0.703671329,0.703671329,0.06,0.276351078,0.957917219,2
